# TargetP-2.0	Organism: Plant	Timestamp: 20231212165150
# ID	Prediction	OTHER	SP	mTP	cTP	lTP	CS Position
KAI7838923.1	OTHER	0.998017	0.000046	0.001039	0.000897	0.000002	
KAI7838924.1	OTHER	0.998017	0.000046	0.001039	0.000897	0.000002	
KAI7838932.1	OTHER	0.999721	0.000266	0.000012	0.000000	0.000000	
KAI7838933.1	OTHER	0.998606	0.001367	0.000016	0.000010	0.000002	
KAI7838934.1	OTHER	0.998606	0.001367	0.000016	0.000010	0.000002	
KAI7838945.1	OTHER	0.993781	0.005987	0.000140	0.000077	0.000014	
KAI7838946.1	OTHER	0.993781	0.005987	0.000140	0.000077	0.000014	
KAI7838948.1	OTHER	0.990217	0.003612	0.006063	0.000082	0.000026	
KAI7838952.1	OTHER	0.984383	0.002414	0.000317	0.012722	0.000164	
KAI7838954.1	mTP	0.231106	0.001681	0.491210	0.271843	0.004160	CS pos: 33-34. QQW-AG. Pr: 0.2604
KAI7838960.1	cTP	0.000052	0.000000	0.000017	0.999800	0.000131	CS pos: 45-46. TLA-ST. Pr: 0.5316
KAI7838961.1	SP	0.349131	0.628755	0.016581	0.005003	0.000529	CS pos: 20-21. TFT-DL. Pr: 0.3784
KAI7838967.1	OTHER	0.999912	0.000087	0.000000	0.000001	0.000000	
KAI7838973.1	OTHER	0.913223	0.001488	0.003362	0.078872	0.003055	
KAI7838986.1	OTHER	0.997515	0.002309	0.000163	0.000001	0.000012	
KAI7839001.1	OTHER	0.992694	0.001539	0.005472	0.000288	0.000007	
KAI7839002.1	OTHER	0.953703	0.000709	0.045102	0.000319	0.000168	
KAI7839004.1	OTHER	0.987162	0.001007	0.000330	0.011109	0.000392	
KAI7839006.1	OTHER	0.999916	0.000078	0.000003	0.000004	0.000000	
KAI7839007.1	mTP	0.106393	0.000022	0.577879	0.315570	0.000135	CS pos: 44-45. ARH-AG. Pr: 0.1369
KAI7839010.1	cTP	0.373004	0.036437	0.001684	0.579635	0.009240	CS pos: 85-86. PRR-TT. Pr: 0.1478
KAI7839014.1	OTHER	0.879350	0.074480	0.037559	0.000403	0.008208	
KAI7839018.1	OTHER	0.999734	0.000052	0.000007	0.000207	0.000000	
KAI7839020.1	mTP	0.003742	0.000016	0.502602	0.493604	0.000036	CS pos: 43-44. RSI-AA. Pr: 0.4460
KAI7839028.1	OTHER	0.728865	0.001261	0.222915	0.046868	0.000092	
KAI7839032.1	OTHER	0.999883	0.000089	0.000026	0.000002	0.000000	
KAI7839033.1	mTP	0.437814	0.103134	0.438732	0.018963	0.001357	CS pos: 41-42. HLY-ST. Pr: 0.6533
KAI7839042.1	cTP	0.201896	0.000037	0.005568	0.791317	0.001182	CS pos: 28-29. VTA-IA. Pr: 0.2659
KAI7839061.1	mTP	0.141986	0.001044	0.629483	0.227480	0.000007	CS pos: 38-39. LTF-AA. Pr: 0.3055
KAI7839065.1	OTHER	0.972703	0.006365	0.000027	0.020882	0.000022	
KAI7839067.1	OTHER	0.999930	0.000034	0.000002	0.000005	0.000029	
KAI7839070.1	OTHER	0.492651	0.072396	0.172161	0.260670	0.002122	
KAI7839077.1	OTHER	0.999582	0.000351	0.000036	0.000029	0.000002	
KAI7839092.1	mTP	0.410261	0.000081	0.579581	0.009962	0.000115	CS pos: 33-34. MFR-GD. Pr: 0.1660
KAI7839093.1	mTP	0.410261	0.000081	0.579581	0.009962	0.000115	CS pos: 33-34. MFR-GD. Pr: 0.1660
KAI7839096.1	OTHER	0.838280	0.004627	0.009265	0.109398	0.038430	
KAI7839106.1	OTHER	0.415840	0.000970	0.386842	0.195976	0.000372	
KAI7839108.1	mTP	0.176930	0.000591	0.743822	0.078474	0.000183	CS pos: 26-27. VCM-AS. Pr: 0.6236
KAI7839129.1	OTHER	0.999369	0.000517	0.000003	0.000111	0.000001	
KAI7839148.1	OTHER	0.998136	0.000272	0.000073	0.001406	0.000113	
KAI7839151.1	cTP	0.029164	0.000007	0.053665	0.913648	0.003516	CS pos: 27-28. VCA-AT. Pr: 0.5139
KAI7839157.1	OTHER	0.945469	0.000564	0.000053	0.046563	0.007351	
KAI7839158.1	OTHER	0.945469	0.000564	0.000053	0.046563	0.007351	
KAI7839165.1	OTHER	0.981168	0.000419	0.018070	0.000098	0.000244	
KAI7839167.1	OTHER	0.999979	0.000020	0.000000	0.000000	0.000000	
KAI7839172.1	OTHER	0.987521	0.000759	0.000062	0.011604	0.000054	
KAI7839200.1	SP	0.000245	0.999753	0.000002	0.000000	0.000000	CS pos: 34-35. AAA-QT. Pr: 0.7674
KAI7839208.1	SP	0.000303	0.999492	0.000177	0.000028	0.000001	CS pos: 26-27. AAA-AH. Pr: 0.2972
KAI7839213.1	OTHER	0.994045	0.000479	0.000446	0.004954	0.000076	
KAI7839232.1	SP	0.298325	0.541159	0.131363	0.019234	0.009919	CS pos: 20-21. AGA-HN. Pr: 0.4084
KAI7839238.1	OTHER	0.966934	0.008965	0.002599	0.021096	0.000406	
KAI7839240.1	OTHER	0.999990	0.000004	0.000006	0.000000	0.000000	
KAI7839245.1	SP	0.002968	0.660909	0.051521	0.284420	0.000184	CS pos: 20-21. AAA-TG. Pr: 0.3347
KAI7839249.1	OTHER	0.999838	0.000133	0.000025	0.000002	0.000002	
KAI7839258.1	OTHER	0.451596	0.058425	0.228645	0.245244	0.016089	
KAI7839261.1	OTHER	0.999999	0.000000	0.000000	0.000001	0.000000	
KAI7839262.1	OTHER	0.999484	0.000464	0.000043	0.000009	0.000000	
KAI7839287.1	cTP	0.006344	0.000055	0.036064	0.956798	0.000739	CS pos: 34-35. VQA-LS. Pr: 0.3823
KAI7839306.1	OTHER	0.879327	0.000011	0.000174	0.117416	0.003072	
KAI7839309.1	OTHER	0.999876	0.000116	0.000007	0.000000	0.000000	
KAI7839314.1	OTHER	0.996737	0.001447	0.001805	0.000006	0.000005	
KAI7839328.1	OTHER	0.990022	0.000819	0.008520	0.000398	0.000240	
KAI7839336.1	OTHER	0.994241	0.004239	0.001066	0.000253	0.000201	
KAI7839353.1	OTHER	0.632740	0.049081	0.162160	0.152423	0.003597	
KAI7839364.1	OTHER	0.999411	0.000586	0.000002	0.000000	0.000000	
KAI7839365.1	OTHER	0.908670	0.011289	0.029736	0.050032	0.000272	
KAI7839385.1	OTHER	0.999997	0.000003	0.000000	0.000000	0.000000	
KAI7839387.1	OTHER	0.998432	0.001133	0.000032	0.000400	0.000003	
KAI7839388.1	OTHER	0.999520	0.000150	0.000174	0.000058	0.000098	
KAI7839389.1	lTP	0.000570	0.000003	0.000978	0.473475	0.524976	CS pos lTP: 59-60. ALA-GG. Pr: 0.8809; CS pos cTP: 30-31. Pr: 0.4230
KAI7839395.1	OTHER	0.999858	0.000118	0.000018	0.000003	0.000003	
KAI7839397.1	OTHER	0.990164	0.008581	0.000063	0.000495	0.000697	
KAI7839398.1	OTHER	0.998535	0.000866	0.000574	0.000012	0.000013	
KAI7839402.1	OTHER	0.829272	0.016526	0.064397	0.086336	0.003469	
KAI7839417.1	cTP	0.158798	0.000007	0.000596	0.816219	0.024380	CS pos: 71-72. VTA-SA. Pr: 0.5418
KAI7839418.1	OTHER	0.998667	0.000298	0.001022	0.000006	0.000006	
KAI7839422.1	OTHER	0.752795	0.024804	0.222175	0.000198	0.000028	
KAI7839423.1	OTHER	0.999255	0.000728	0.000014	0.000003	0.000001	
KAI7839437.1	OTHER	0.904383	0.000383	0.001614	0.060869	0.032750	
KAI7839438.1	OTHER	0.798168	0.014223	0.187021	0.000571	0.000017	
KAI7839439.1	cTP	0.006912	0.000001	0.024141	0.968410	0.000537	CS pos: 33-34. VMA-AG. Pr: 0.6251
KAI7839446.1	OTHER	0.999959	0.000037	0.000000	0.000001	0.000003	
KAI7839448.1	OTHER	0.998722	0.000585	0.000005	0.000233	0.000455	
KAI7839449.1	OTHER	0.919339	0.001973	0.076201	0.002457	0.000031	
KAI7839456.1	OTHER	0.992098	0.000266	0.000815	0.002232	0.004590	
KAI7839457.1	OTHER	0.982348	0.012027	0.000786	0.004799	0.000040	
KAI7839458.1	cTP	0.463561	0.000669	0.014119	0.521097	0.000555	CS pos: 47-48. ASA-AL. Pr: 0.2910
KAI7839460.1	OTHER	0.991408	0.005330	0.002000	0.001226	0.000037	
KAI7839466.1	cTP	0.000208	0.000003	0.471842	0.527103	0.000844	CS pos: 44-45. ITN-VA. Pr: 0.5513
KAI7839481.1	OTHER	0.999976	0.000024	0.000000	0.000000	0.000000	
KAI7839496.1	cTP	0.245999	0.000051	0.121606	0.626962	0.005382	CS pos: 56-57. IEA-AA. Pr: 0.3443
KAI7839512.1	OTHER	0.715111	0.001345	0.282646	0.000882	0.000015	
KAI7839519.1	OTHER	0.993648	0.000088	0.000021	0.006226	0.000017	
KAI7839520.1	OTHER	0.999590	0.000298	0.000110	0.000002	0.000000	
KAI7839535.1	OTHER	0.999760	0.000052	0.000184	0.000003	0.000001	
KAI7839545.1	OTHER	0.842395	0.155782	0.001458	0.000346	0.000019	
KAI7839570.1	cTP	0.004341	0.000001	0.008288	0.987249	0.000121	CS pos: 67-68. VMA-AA. Pr: 0.3140
KAI7839571.1	OTHER	0.999965	0.000030	0.000003	0.000001	0.000000	
KAI7839590.1	OTHER	0.668535	0.324394	0.004393	0.002355	0.000322	
KAI7839602.1	OTHER	0.705043	0.283742	0.005683	0.005518	0.000015	
KAI7839611.1	OTHER	0.456244	0.015826	0.432094	0.076176	0.019660	
KAI7839624.1	OTHER	0.754107	0.004113	0.061704	0.173321	0.006755	
KAI7839639.1	cTP	0.079189	0.000037	0.133078	0.787515	0.000180	CS pos: 46-47. TCN-AA. Pr: 0.3808
KAI7839640.1	OTHER	0.783682	0.011432	0.193325	0.008944	0.002618	
KAI7839642.1	OTHER	0.999745	0.000178	0.000012	0.000058	0.000006	
KAI7839646.1	SP	0.000133	0.999866	0.000001	0.000000	0.000000	CS pos: 33-34. ARA-AP. Pr: 0.9248
KAI7839648.1	OTHER	0.992404	0.002071	0.000419	0.005087	0.000019	
KAI7839658.1	cTP	0.107714	0.000057	0.042182	0.838811	0.011237	CS pos: 42-43. ARA-SA. Pr: 0.1655
KAI7839659.1	cTP	0.028957	0.000018	0.003733	0.966025	0.001267	CS pos: 30-31. TRA-AA. Pr: 0.1827
KAI7839664.1	SP	0.000130	0.999867	0.000003	0.000000	0.000000	CS pos: 26-27. VCA-ED. Pr: 0.7552
KAI7839672.1	mTP	0.003459	0.000031	0.996497	0.000012	0.000000	CS pos: 28-29. RAL-ST. Pr: 0.7392
KAI7839677.1	cTP	0.099216	0.000196	0.200505	0.698614	0.001470	CS pos: 35-36. AVM-AA. Pr: 0.1193
KAI7839678.1	OTHER	0.997633	0.000871	0.000489	0.000975	0.000031	
KAI7839689.1	OTHER	0.366134	0.136229	0.253462	0.240014	0.004160	
KAI7839690.1	OTHER	0.351111	0.134942	0.264232	0.245364	0.004350	
KAI7839727.1	OTHER	0.864364	0.135265	0.000308	0.000054	0.000009	
KAI7839738.1	OTHER	0.997649	0.000169	0.000072	0.001972	0.000137	
KAI7839749.1	OTHER	0.999897	0.000039	0.000009	0.000054	0.000000	
KAI7839764.1	mTP	0.022574	0.003552	0.678690	0.294525	0.000659	CS pos: 43-44. TPC-GN. Pr: 0.1602
KAI7839770.1	OTHER	0.533539	0.001931	0.274381	0.155506	0.034643	
KAI7839787.1	cTP	0.028166	0.000009	0.031519	0.937500	0.002805	CS pos: 60-61. GRC-AA. Pr: 0.2253
KAI7839788.1	cTP	0.028166	0.000009	0.031519	0.937500	0.002805	CS pos: 60-61. GRC-AA. Pr: 0.2253
KAI7839793.1	OTHER	0.817041	0.009681	0.007090	0.163275	0.002913	
KAI7839808.1	OTHER	0.684324	0.315516	0.000133	0.000024	0.000003	
KAI7839809.1	mTP	0.262467	0.177561	0.434886	0.123079	0.002007	CS pos: 35-36. VRY-CR. Pr: 0.5012
KAI7839810.1	OTHER	0.999602	0.000033	0.000009	0.000352	0.000003	
KAI7839821.1	OTHER	0.999871	0.000120	0.000005	0.000004	0.000000	
KAI7839836.1	OTHER	0.999812	0.000177	0.000002	0.000009	0.000000	
KAI7839845.1	OTHER	0.999210	0.000337	0.000452	0.000001	0.000000	
KAI7839846.1	OTHER	0.999422	0.000575	0.000003	0.000000	0.000000	
KAI7839859.1	OTHER	0.806249	0.008969	0.147570	0.035996	0.001216	
KAI7839863.1	OTHER	0.990012	0.004669	0.003806	0.001424	0.000090	
KAI7839868.1	OTHER	0.999479	0.000378	0.000000	0.000130	0.000013	
KAI7839871.1	OTHER	0.999920	0.000052	0.000028	0.000000	0.000000	
KAI7839884.1	OTHER	0.999525	0.000456	0.000012	0.000007	0.000000	
KAI7839885.1	cTP	0.437909	0.000456	0.000759	0.560867	0.000009	CS pos: 49-50. PPA-RV. Pr: 0.2934
KAI7839890.1	OTHER	0.999975	0.000015	0.000010	0.000000	0.000000	
KAI7839891.1	OTHER	0.999291	0.000187	0.000521	0.000001	0.000000	
KAI7839904.1	cTP	0.039750	0.000606	0.462927	0.493741	0.002975	CS pos: 46-47. RPC-AT. Pr: 0.1388
KAI7839906.1	cTP	0.001886	0.000001	0.000089	0.997996	0.000028	CS pos: 57-58. VAA-AA. Pr: 0.4482
KAI7839908.1	OTHER	0.998612	0.001312	0.000076	0.000000	0.000000	
KAI7839913.1	OTHER	0.999999	0.000001	0.000000	0.000000	0.000000	
KAI7839914.1	mTP	0.034163	0.000442	0.953834	0.011528	0.000034	CS pos: 25-26. ASF-AA. Pr: 0.3911
KAI7839918.1	OTHER	0.998476	0.000083	0.001282	0.000157	0.000002	
KAI7839926.1	OTHER	0.999706	0.000142	0.000130	0.000007	0.000015	
KAI7839938.1	OTHER	0.998056	0.000561	0.001237	0.000051	0.000094	
KAI7839947.1	OTHER	0.999992	0.000004	0.000003	0.000001	0.000000	
KAI7839948.1	OTHER	0.999835	0.000107	0.000032	0.000026	0.000000	
KAI7839958.1	OTHER	0.951758	0.041937	0.001457	0.004845	0.000004	
KAI7839959.1	OTHER	0.966078	0.001816	0.031638	0.000290	0.000178	
KAI7839966.1	OTHER	0.999601	0.000397	0.000001	0.000000	0.000000	
KAI7839968.1	OTHER	0.999698	0.000082	0.000013	0.000142	0.000065	
KAI7839976.1	OTHER	0.971163	0.027412	0.001223	0.000121	0.000081	
KAI7839998.1	OTHER	0.999998	0.000002	0.000000	0.000000	0.000000	
KAI7840008.1	SP	0.000135	0.999786	0.000066	0.000013	0.000000	CS pos: 23-24. CAA-FK. Pr: 0.7221
KAI7840018.1	OTHER	0.874163	0.012031	0.003356	0.055449	0.055002	
KAI7840021.1	OTHER	0.751370	0.087270	0.159898	0.001429	0.000033	
KAI7840032.1	cTP	0.444827	0.005402	0.002685	0.545281	0.001805	CS pos: 35-36. TRC-RA. Pr: 0.1299
KAI7840037.1	SP	0.003848	0.992787	0.002693	0.000594	0.000078	CS pos: 28-29. AAA-AG. Pr: 0.4960
KAI7840049.1	OTHER	0.999911	0.000058	0.000000	0.000030	0.000001	
KAI7840053.1	OTHER	0.999723	0.000212	0.000065	0.000000	0.000000	
KAI7840054.1	OTHER	0.991364	0.006569	0.002025	0.000042	0.000001	
KAI7840058.1	OTHER	0.999973	0.000009	0.000009	0.000009	0.000000	
KAI7840059.1	mTP	0.164405	0.000958	0.814458	0.019838	0.000342	CS pos: 28-29. QVL-AS. Pr: 0.2123
KAI7840070.1	SP	0.000017	0.999972	0.000011	0.000000	0.000000	CS pos: 23-24. AEG-DV. Pr: 0.4734
KAI7840072.1	OTHER	0.992263	0.002429	0.000056	0.005243	0.000010	
KAI7840075.1	OTHER	0.967399	0.030351	0.002045	0.000143	0.000061	
KAI7840079.1	cTP	0.137351	0.000856	0.278026	0.583063	0.000704	CS pos: 32-33. VMA-FK. Pr: 0.3803
KAI7840084.1	OTHER	0.959007	0.002072	0.038554	0.000297	0.000070	
KAI7840088.1	OTHER	0.971866	0.003068	0.001622	0.020937	0.002506	
KAI7840091.1	OTHER	0.995717	0.000215	0.001508	0.000240	0.002321	
KAI7840118.1	OTHER	0.993014	0.006537	0.000431	0.000015	0.000003	
KAI7840126.1	OTHER	0.999874	0.000078	0.000047	0.000000	0.000000	
KAI7840151.1	OTHER	0.999964	0.000033	0.000002	0.000001	0.000000	
KAI7840160.1	OTHER	0.998324	0.001156	0.000504	0.000014	0.000001	
KAI7840163.1	SP	0.000763	0.961954	0.036095	0.001138	0.000050	CS pos: 18-19. ASA-RS. Pr: 0.6343
KAI7840167.1	mTP	0.113350	0.000809	0.622598	0.257657	0.005586	CS pos: 25-26. TRA-SV. Pr: 0.2632
KAI7840168.1	mTP	0.094221	0.000973	0.898571	0.005800	0.000434	CS pos: 20-21. TRQ-VT. Pr: 0.1513
KAI7840174.1	OTHER	0.845275	0.121133	0.031688	0.001101	0.000803	
KAI7840189.1	cTP	0.008381	0.000011	0.001850	0.984145	0.005613	CS pos: 69-70. VAC-SA. Pr: 0.6930
KAI7840194.1	OTHER	0.948419	0.000099	0.011046	0.040327	0.000108	
KAI7840199.1	SP	0.110858	0.790789	0.062892	0.035111	0.000350	CS pos: 27-28. TQG-RL. Pr: 0.8650
KAI7840201.1	OTHER	0.999998	0.000002	0.000000	0.000000	0.000000	
KAI7840203.1	OTHER	0.683209	0.001363	0.310847	0.004538	0.000043	
KAI7840204.1	OTHER	0.998487	0.000705	0.000775	0.000031	0.000001	
KAI7840213.1	OTHER	0.769585	0.222629	0.004536	0.003200	0.000050	
KAI7840219.1	OTHER	0.995049	0.003670	0.001265	0.000013	0.000001	
KAI7840225.1	OTHER	0.819440	0.019823	0.007975	0.150702	0.002059	
KAI7840231.1	cTP	0.080874	0.000682	0.236513	0.681762	0.000169	CS pos: 39-40. RRH-AA. Pr: 0.1572
KAI7840233.1	cTP	0.000003	0.000000	0.000002	0.999989	0.000005	CS pos: 64-65. VIA-AA. Pr: 0.5656
KAI7840235.1	OTHER	0.902387	0.046000	0.051065	0.000540	0.000008	
KAI7840236.1	OTHER	0.999904	0.000059	0.000036	0.000001	0.000000	
KAI7840251.1	OTHER	0.999618	0.000376	0.000003	0.000003	0.000000	
KAI7840257.1	OTHER	0.943936	0.034451	0.000061	0.005981	0.015571	
KAI7840258.1	OTHER	0.817229	0.124503	0.026016	0.031919	0.000333	
KAI7840281.1	OTHER	0.999868	0.000109	0.000019	0.000002	0.000002	
KAI7840291.1	OTHER	0.989666	0.009003	0.000805	0.000506	0.000019	
KAI7840303.1	mTP	0.086009	0.086413	0.587933	0.239336	0.000309	CS pos: 39-40. AAF-NT. Pr: 0.2150
KAI7840314.1	OTHER	0.858107	0.052335	0.012737	0.076505	0.000316	
KAI7840315.1	OTHER	0.987177	0.004548	0.001195	0.007008	0.000072	
KAI7840319.1	mTP	0.093339	0.000113	0.906508	0.000036	0.000004	CS pos: 26-27. ASY-AS. Pr: 0.6122
KAI7840320.1	mTP	0.042718	0.011765	0.911229	0.031244	0.003044	CS pos: 34-35. RAY-SS. Pr: 0.8916
KAI7840326.1	OTHER	0.969008	0.021188	0.000277	0.009488	0.000040	
KAI7840333.1	cTP	0.072053	0.000019	0.040795	0.884667	0.002467	CS pos: 31-32. ARC-AQ. Pr: 0.3853
KAI7840335.1	cTP	0.132002	0.000509	0.430663	0.435902	0.000924	CS pos: 30-31. VQA-AG. Pr: 0.6037
KAI7840338.1	OTHER	0.973736	0.017118	0.006415	0.002472	0.000259	
KAI7840342.1	OTHER	0.995803	0.000063	0.002790	0.001341	0.000004	
KAI7840344.1	cTP	0.049931	0.000003	0.000074	0.949030	0.000962	CS pos: 52-53. VSA-AA. Pr: 0.6839
KAI7840346.1	OTHER	0.999989	0.000011	0.000000	0.000000	0.000000	
KAI7840350.1	mTP	0.116682	0.000393	0.624409	0.256960	0.001557	CS pos: 53-54. RSF-SA. Pr: 0.7854
KAI7840360.1	OTHER	0.997838	0.000071	0.000307	0.001609	0.000175	
KAI7840374.1	OTHER	0.999374	0.000584	0.000040	0.000001	0.000000	
KAI7840378.1	OTHER	0.985833	0.001230	0.000006	0.012882	0.000050	
KAI7840385.1	OTHER	0.999997	0.000003	0.000000	0.000000	0.000000	
KAI7840387.1	cTP	0.190563	0.001700	0.085473	0.721961	0.000304	CS pos: 32-33. QVA-GQ. Pr: 0.2391
KAI7840389.1	mTP	0.072096	0.000603	0.906572	0.020724	0.000004	CS pos: 50-51. AVY-SG. Pr: 0.2026
KAI7840390.1	OTHER	0.994349	0.000642	0.001174	0.000161	0.003673	
KAI7840423.1	OTHER	0.999990	0.000010	0.000000	0.000000	0.000000	
KAI7840424.1	OTHER	0.999994	0.000006	0.000000	0.000000	0.000000	
KAI7840427.1	SP	0.000171	0.999521	0.000284	0.000003	0.000021	CS pos: 19-20. VEP-EG. Pr: 0.4443
KAI7840431.1	OTHER	0.540731	0.449320	0.006036	0.003792	0.000122	
KAI7840432.1	OTHER	0.540731	0.449320	0.006036	0.003792	0.000122	
KAI7840433.1	OTHER	0.687215	0.299629	0.006916	0.006141	0.000099	
KAI7840442.1	OTHER	0.999998	0.000002	0.000000	0.000000	0.000000	
KAI7840444.1	OTHER	0.880751	0.094298	0.009367	0.015090	0.000494	
KAI7840445.1	OTHER	0.999642	0.000339	0.000018	0.000000	0.000000	
KAI7840454.1	OTHER	0.948108	0.037062	0.009139	0.004926	0.000765	
KAI7840455.1	cTP	0.006790	0.000021	0.043880	0.859483	0.089826	CS pos: 82-83. VAA-AI. Pr: 0.2056
KAI7840476.1	OTHER	0.999811	0.000145	0.000031	0.000013	0.000000	
KAI7840483.1	OTHER	0.999837	0.000132	0.000028	0.000003	0.000000	
KAI7840492.1	SP	0.000063	0.999883	0.000051	0.000003	0.000000	CS pos: 23-24. AGA-LR. Pr: 0.5885
KAI7840505.1	OTHER	0.465220	0.315065	0.083548	0.133395	0.002772	
KAI7840508.1	OTHER	0.899436	0.000212	0.000467	0.068541	0.031344	
KAI7840509.1	OTHER	0.999124	0.000160	0.000530	0.000126	0.000061	
KAI7840511.1	cTP	0.147602	0.000054	0.293966	0.557991	0.000386	CS pos: 31-32. VQA-AA. Pr: 0.5686
KAI7840521.1	OTHER	0.999676	0.000322	0.000001	0.000001	0.000000	
KAI7840544.1	OTHER	0.947323	0.045354	0.001013	0.004441	0.001869	
KAI7840554.1	cTP	0.186469	0.000006	0.038551	0.774842	0.000133	CS pos: 85-86. RCQ-AA. Pr: 0.3803
KAI7840564.1	OTHER	0.942497	0.004441	0.035513	0.017339	0.000211	
KAI7840578.1	OTHER	0.999869	0.000118	0.000012	0.000000	0.000000	
KAI7840579.1	OTHER	0.943048	0.019995	0.003189	0.033685	0.000084	
KAI7840588.1	SP	0.000863	0.999052	0.000074	0.000002	0.000010	CS pos: 18-19. GQA-EQ. Pr: 0.6183
KAI7840589.1	SP	0.000863	0.999052	0.000074	0.000002	0.000010	CS pos: 18-19. GQA-EQ. Pr: 0.6183
KAI7840595.1	OTHER	0.311053	0.040150	0.305323	0.262907	0.080566	
KAI7840606.1	cTP	0.039248	0.000300	0.003502	0.956301	0.000649	CS pos: 30-31. ARC-GA. Pr: 0.2613
KAI7840608.1	OTHER	0.999940	0.000059	0.000001	0.000000	0.000000	
KAI7840613.1	OTHER	0.810034	0.188953	0.000853	0.000124	0.000035	
KAI7840615.1	OTHER	0.610204	0.079325	0.106195	0.193905	0.010371	
KAI7840620.1	OTHER	0.828910	0.169229	0.001015	0.000613	0.000233	
KAI7840635.1	cTP	0.000094	0.000000	0.000628	0.998613	0.000666	CS pos: 38-39. SQA-AS. Pr: 0.4340
KAI7840636.1	cTP	0.000094	0.000000	0.000628	0.998613	0.000666	CS pos: 38-39. SQA-AS. Pr: 0.4340
KAI7840638.1	OTHER	0.964510	0.011951	0.013405	0.001634	0.008499	
KAI7840653.1	OTHER	0.999877	0.000077	0.000009	0.000037	0.000000	
KAI7840656.1	OTHER	0.999965	0.000016	0.000004	0.000015	0.000000	
KAI7840659.1	OTHER	0.945381	0.048434	0.005995	0.000174	0.000017	
KAI7840665.1	OTHER	0.885434	0.001238	0.000913	0.111403	0.001011	
KAI7840670.1	OTHER	0.966471	0.025222	0.004788	0.003322	0.000197	
KAI7840677.1	OTHER	0.997852	0.001499	0.000644	0.000004	0.000001	
KAI7840682.1	OTHER	0.999997	0.000002	0.000001	0.000000	0.000000	
KAI7840683.1	cTP	0.027920	0.000017	0.457027	0.514865	0.000170	CS pos: 28-29. VRA-AS. Pr: 0.3480
KAI7840689.1	SP	0.000112	0.999871	0.000013	0.000003	0.000000	CS pos: 24-25. CSA-AG. Pr: 0.7173
KAI7840691.1	OTHER	0.999070	0.000527	0.000376	0.000013	0.000014	
KAI7840693.1	mTP	0.046687	0.002408	0.944530	0.006341	0.000035	CS pos: 72-73. VQA-LR. Pr: 0.1035
KAI7840705.1	OTHER	0.916420	0.000042	0.001240	0.082282	0.000016	
KAI7840706.1	OTHER	0.999919	0.000014	0.000012	0.000054	0.000000	
KAI7840712.1	mTP	0.154904	0.000905	0.844028	0.000158	0.000005	CS pos: 23-24. RNF-TL. Pr: 0.3782
KAI7840714.1	mTP	0.038850	0.000457	0.802119	0.158478	0.000095	CS pos: 27-28. RKC-SA. Pr: 0.3908
KAI7840718.1	OTHER	0.999993	0.000001	0.000000	0.000007	0.000000	
KAI7840720.1	OTHER	0.996177	0.000240	0.002745	0.000650	0.000187	
KAI7840722.1	cTP	0.058702	0.000011	0.237821	0.702934	0.000532	CS pos: 42-43. ACA-AA. Pr: 0.4169
KAI7840725.1	cTP	0.033681	0.000255	0.000895	0.965037	0.000132	CS pos: 49-50. RRC-AR. Pr: 0.3516
KAI7840732.1	OTHER	0.994739	0.000364	0.003350	0.001506	0.000041	
KAI7840743.1	cTP	0.000306	0.000000	0.000114	0.977308	0.022272	CS pos: 31-32. VRA-AA. Pr: 0.7196
KAI7840744.1	cTP	0.000383	0.000000	0.000160	0.978800	0.020657	CS pos: 30-31. VRA-AA. Pr: 0.6990
KAI7840748.1	cTP	0.000122	0.000000	0.001021	0.998809	0.000047	CS pos: 42-43. TRA-AT. Pr: 0.5895
KAI7840750.1	OTHER	0.837578	0.000144	0.161476	0.000741	0.000061	
KAI7840751.1	OTHER	0.999897	0.000030	0.000015	0.000055	0.000002	
KAI7840753.1	OTHER	0.999011	0.000982	0.000006	0.000000	0.000000	
KAI7840756.1	OTHER	0.999653	0.000341	0.000006	0.000000	0.000000	
KAI7840758.1	cTP	0.077230	0.000006	0.033752	0.888787	0.000225	CS pos: 64-65. VRA-ER. Pr: 0.3728
KAI7840759.1	mTP	0.013048	0.000070	0.981346	0.005486	0.000050	CS pos: 24-25. ARS-AT. Pr: 0.2076
KAI7840764.1	cTP	0.085878	0.000295	0.059240	0.854063	0.000524	CS pos: 29-30. VQA-AA. Pr: 0.5642
KAI7840781.1	cTP	0.113991	0.000024	0.056732	0.828912	0.000341	CS pos: 82-83. TRM-CG. Pr: 0.1680
KAI7840782.1	cTP	0.113688	0.000022	0.000233	0.883156	0.002901	CS pos: 58-59. VAA-AA. Pr: 0.4489
KAI7840789.1	OTHER	0.850361	0.007042	0.110091	0.017683	0.014824	
KAI7840794.1	SP	0.109146	0.828186	0.006562	0.007467	0.048640	CS pos: 44-45. AQA-AA. Pr: 0.7098
KAI7840796.1	OTHER	0.962312	0.004223	0.000241	0.031409	0.001815	
KAI7840810.1	OTHER	0.992712	0.001458	0.004985	0.000834	0.000012	
KAI7840811.1	OTHER	0.948350	0.001551	0.045904	0.004171	0.000024	
KAI7840817.1	OTHER	0.557619	0.409597	0.022889	0.007369	0.002525	
KAI7840821.1	cTP	0.229574	0.000063	0.218588	0.551224	0.000551	CS pos: 29-30. VRA-AA. Pr: 0.5992
